path	line	text	classification
docs/YOLO26_FP32_BASELINE.md	54	| Image class | PyTorch | ONNX CPU | rt204 EP | Verdict |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	66	tables/yolo26_rt204_ep_decode_matrix.md	active-user-facing
docs/YOLO26_FP32_BASELINE.md	76	The current frozen FP32 configuration is `cluster0`, 4 threads, rt204	active-user-facing
docs/YOLO26_FP32_BASELINE.md	78	this board/runtime path because rt204 reports four available AI cores.	active-user-facing
docs/YOLO26_FP32_BASELINE.md	82	| `perf_test forward` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 572.153613 | 1.74774 | 100 runs, `taskset` cluster0. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	83	| `app forward-only` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 578.041776 | 1.729979 | 50x5 runs, cluster0, 4 threads. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	84	| `app full image benchmark` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 522.079210 | 1.915418 | Bus image, 20x3 runs. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	85	| `app full image single` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 692-716 | 1.397-1.444 | Blank, COCO-like, bus, and private canonical single-image smoke. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	100	| `perf_test forward` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 568.943339 | 1.75761 | Pure ORT forward ceiling, 100 runs. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	101	| `app forward-only` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 564.531070 | 1.771382 | App session path, 30x3 runs. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	102	| `app full image benchmark` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 521.868004 | 1.916193 | Bus image, 20x3 runs. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	103	| `app full image single` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 696-715 | 1.40-1.44 | Single-image smoke on bus, COCO-like, and private canonical. |	active-user-facing
docs/YOLO26_FP32_BASELINE.md	122	board-side rt204 tensor dumps.	active-user-facing
docs/YOLO26_FP32_BASELINE.md	137	YOLO26 FP32 is a working R&D baseline on K1X with rt204. It is not currently	active-user-facing
docs/YOLO26_FP32_BASELINE.md	138	competitive with the frozen YOLO11 production INT8 branch on latency, but it is	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	1	# RT204 Q/DQ Conv Vendor Repro and QOperator Gate	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	11	This stage turned the YOLO26 rt204 Q/DQ failure into a vendor-grade repro and	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	17	It did not modify the frozen YOLO11 production repository and it does not make	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	29	`kernel_shape=[3,3]` attribute. CPU ORT executes it correctly, but rt204	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	64	- rt204 EP runs them, but raw CPU/EP outputs do not match;	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	81	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	86	`clip minmax` failure, but exposes a second rt204 issue in the attention	active-user-facing
docs/RT204_QDQ_CONV_VENDOR_REPRO_AND_QOPERATOR_GATE.md	97	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=MatMul;Add	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	1	# YOLO26 Q/DQ RT204 Blocker Minimization	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	12	This R&D pass minimized the rt204 SpaceMIT EP failure seen with CPU-good	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	13	YOLO26 INT8 Q/DQ models. It did not modify the frozen YOLO11 production repo,	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	22	- rt204 FP32 SpaceMIT EP matches CPU-level semantics for YOLO26 640/320;	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	26	- rt204 SpaceMIT EP fails to compile those CPU-good Q/DQ models with	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	40	All of those passed under rt204 SpaceMIT EP. The minimal repro had to be	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	48	Q/DQ nodes. It fails under rt204 SpaceMIT EP at:	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	57	not a single bad node name; it is the rt204 compiler path for the real YOLO26	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	68	`kernel_shape=[3,3]` attribute. CPU ORT runs it, while rt204 SpaceMIT EP fails	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	96	- default rt204: Q/DQ Conv models fail with `output_type not implemented for	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	98	- `SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=Conv`: not enough for Conv+MatMul Q/DQ;	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	99	- `SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear`:	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	101	- `SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv`:	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	107	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	115	An end-to-end QOperator candidate over Conv+MatMul runs under rt204 and gives	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	132	Conv `clip minmax` compiler failure, but exposes a second rt204 issue:	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	142	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=MatMul;Add	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	155	Manual INT8 CPU oracle is good, but rt204 Q/DQ full-offload is blocked. YOLO26	active-user-facing
docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md	162	BANANA-YOLO26-RT204-PARTIAL-FALLBACK-PERF-PLACEMENT-GATE-001	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	1	# RT204 Operator Support Notes	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	14	RT204 SpaceMIT EP compiles and executes the latest YOLO26 640 FP32 exports:	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	40	correctness. It is rt204 EP support for the quantized Conv/Q/DQ pattern emitted	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	45	- toy Conv/Q/DQ/Clip/QLinearConv models pass on rt204;	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	68	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	75	An end-to-end QOperator Conv+MatMul candidate runs under rt204, but the gate	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	88	`SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=MatMul;Add` restores smoke semantics for	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	94	ONNX on rt204 is blocked pending vendor/runtime Q/DQ Conv compiler support.	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	97	did not produce an accepted YOLO26 INT8 model for rt204. XSlim dynamic	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	98	quantization does run on rt204 EP and avoids the Q/DQ Conv `clip minmax`	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	105	emit a Q/DQ graph that runs on rt204 without the `clip minmax` compile failure.	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	107	channels are zero on public sanity images. Therefore rt204 acceptance remains	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	113	The current rt204 FP32 end-to-end 640 baseline is working and reproducible:	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	119	- rt204 EP semantic pass on public Ultralytics assets, COCO-derived images,	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	122	## YOLO11 RT204 Signal	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	124	Frozen YOLO11 production models were probed read-only in this R&D workspace:	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	127	- vendor320 q.onnx;	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	130	The direct rt204 tensor probe produced sane CPU and SpaceMIT EP semantics for	active-user-facing
docs/RT204_OPERATOR_SUPPORT.md	132	a future YOLO11 rt204 adoption gate must rerun the full production app, loader,	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	1	# YOLO26 INT8 and RT204 Forensics	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	14	`2.0.4` operator support. It did not modify the frozen YOLO11 production repo	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	56	## RT204 Board EP Result	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	58	Float YOLO26 640 end-to-end and traditional ONNX models run on rt204 SpaceMIT	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	61	CPU-good manual Q/DQ INT8 candidates fail under rt204 SpaceMIT EP with:	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	83	YOLO26 INT8 board EP is blocked by rt204 EP compilation of CPU-good Q/DQ INT8	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	98	The initial synthetic toy Conv/Q/DQ/Clip/QLinearConv set passed on rt204, so	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	101	`kernel_shape=[3,3]` is sufficient to reproduce the same rt204 internal min/max	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	108	SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	114	See `docs/YOLO26_QDQ_RT204_BLOCKER_MINIMIZATION.md` for the detailed decision.	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	138	CPU-exact and avoids the first Conv blocker, but a second rt204 issue appears	active-user-facing
docs/YOLO26_INT8_RT204_FORENSICS.md	140	`SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=MatMul;Add` restores smoke semantics for	active-user-facing
docs/RUNTIME_204_NOTES.md	11	RT204 was already bootstrapped from the official GitHub release asset:	active-user-facing
docs/RUNTIME_204_NOTES.md	20	- `SPACEMIT_EP_DISABLE_PASSES_FILTER`;	active-user-facing
docs/RUNTIME_204_NOTES.md	28	RT204 runs on BPI-F3/K1X/X60 in default mode without SIGILL for the tested	active-user-facing
docs/RUNTIME_204_NOTES.md	30	`SPACEMIT_EP_PERFER_CORE_ARCH` option exists, but useful public K1/K3/X60	active-user-facing
docs/RUNTIME_204_NOTES.md	46	RT204 INT8 is still not claimed.	active-user-facing
docs/RUNTIME_204_NOTES.md	55	- RT204 SpaceMIT EP fails to compile those CPU-good Q/DQ candidates on board	active-user-facing
docs/RUNTIME_204_NOTES.md	70	## YOLO11 Reevaluation Signal	active-user-facing
docs/RUNTIME_204_NOTES.md	72	Frozen YOLO11 production models were copied read-only into the YOLO26 R&D board	active-user-facing
docs/RUNTIME_204_NOTES.md	73	stage and run through a direct rt204 tensor probe. Dynamic640 INT8, vendor320	active-user-facing
docs/RUNTIME_204_NOTES.md	76	This does not change YOLO11 production policy. It is a future rt204 adoption	active-user-facing
docs/YOLO26_ORACLE_RESULTS.md	50	blocked at the model/decode layer. The current blocker is rt204 SpaceMIT EP	active-user-facing
docs/RD_STATUS.md	4	YOLO11 production tag. It has no production claims and no active production	active-user-facing
docs/RD_STATUS.md	9	- Frozen YOLO11 production repo remains read-only and unchanged.	active-user-facing
docs/RD_STATUS.md	14	- RT204 FP32 SpaceMIT EP smoke passes on BPI-F3/K1X for latest 640 end-to-end	active-user-facing
docs/RD_STATUS.md	22	- RT204 SpaceMIT EP currently blocks full accelerated board Q/DQ INT8:	active-user-facing
docs/RD_STATUS.md	31	`SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=QuantizeLinear;DequantizeLinear;Conv`,	active-user-facing
docs/RD_STATUS.md	39	issue. `SPACEMIT_EP_DISABLE_OP_TYPE_FILTER=MatMul;Add` restores smoke	active-user-facing
docs/RD_STATUS.md	41	- RT204 YOLO11 direct tensor-probe results are promising for a future separate	active-user-facing
docs/RD_STATUS.md	42	adoption gate, but this R&D repository does not change the frozen YOLO11	active-user-facing
docs/RD_STATUS.md	45	The current frozen rt204 FP32 end-to-end 640 baseline uses cluster0 with	active-user-facing
docs/RD_STATUS.md	51	and runs on rt204 at `383.332266 ms / 2.608703 FPS` app forward-only.	active-user-facing
docs/RD_STATUS.md	52	- YOLO26 INT8 ONNX board acceleration is formally closed as blocked by rt204	active-user-facing
docs/RD_STATUS.md	60	`--dynq` remains CPU-good and rt204-runnable diagnostic only; it is not	active-user-facing
docs/RD_STATUS.md	65	- R&D-copy YOLO11 rt204 checks did not reveal a missed production opportunity:	active-user-facing
docs/RD_STATUS.md	66	dynamic640 INT8 runs on rt204 but is slower than frozen rt201 production, and	active-user-facing
docs/RD_STATUS.md	67	YOLO11 XSlim FP32/FP16 fail or time out after rt204 `YoloDecode` dispatch	active-user-facing
docs/RD_STATUS.md	70	acceleration path. `rt201`, `rt202b1`, and `rt204` reproduce the Q/DQ Conv	active-user-facing
docs/RD_STATUS.md	71	`clip minmax` blocker; stable `rt202` fails with TCM allocation; and `rt123`	active-user-facing
docs/RD_STATUS.md	93	body-FP16/head-FP32 full-I/O model for correctness and rt204 execution, but it	active-user-facing
docs/RD_STATUS.md	101	upstream blockers changes. Keep YOLO11 rt204 reevaluation as a separate future	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	13	- The frozen YOLO11 production repository was verified read-only at commit	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	16	- This repository was created from the YOLO11 production tag on branch	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	18	`template-yolo11-gitlab`.	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	20	- RT204 adds `SPACEMIT_EP_DISABLE_PASSES_FILTER` and new strings/symbols for	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	22	- RT204 runs on BPI-F3/K1X/X60 with default architecture selection; tested text	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	23	and numeric `SPACEMIT_EP_PERFER_CORE_ARCH` overrides were rejected.	active-user-facing
docs/RD_BOOTSTRAP_RESULTS.md	31	- RT204 SpaceMIT EP runs the exported YOLO26 640/320 graphs without crashing and	active-user-facing
docs/TROUBLESHOOTING.md	31	- Day 2 also pins stable `spacemit-ort.riscv64.2.0.2` as `rt202` for	active-user-facing
docs/TROUBLESHOOTING.md	33	it aborted on dynamic640, FP16 640, and vendor320 checks.	active-user-facing
docs/TROUBLESHOOTING.md	82	- model: official vendor320 INT8	active-user-facing
docs/TROUBLESHOOTING.md	83	- runtime: `rt123`	active-user-facing
docs/TROUBLESHOOTING.md	98	DISPLAY_FLAG=0 HEADLESS_FLAG=1 MAX_FRAMES=1 SAVE_OUTPUT=<legacy-home-path> ./scripts/run_camera_demo_fast.sh	active-user-facing
docs/TROUBLESHOOTING.md	103	- Use runtime `rt123` for trustworthy vendor320 image/camera inference:	active-user-facing
docs/TROUBLESHOOTING.md	106	BANANA_DEMO_RUNTIME_TAG=rt123 ./scripts/run_image_demo.sh /path/to/image.jpg models/vendor/yolo11/yolov11n_320x320.q.onnx 320 0.25	active-user-facing
docs/TROUBLESHOOTING.md	109	- Use runtime `rt201` only when you explicitly want the low-latency benchmark path:	active-user-facing
docs/TROUBLESHOOTING.md	112	BANANA_DEMO_RUNTIME_TAG=rt201 ./scripts/bench_forward_only.sh models/vendor/yolo11/yolov11n_320x320.q.onnx 320	active-user-facing
docs/TROUBLESHOOTING.md	115	- Do not assume that raising or lowering the threshold alone will fix vendor320 on the wrong runtime.	active-user-facing
docs/TROUBLESHOOTING.md	117	- `run_camera_demo_fast.sh` keeps the trusted `rt123` visual stack; it does not silently switch to the raw `rt201` perf path	active-user-facing
docs/TROUBLESHOOTING.md	118	- `1.2.2` / `1.2.3`: semantically good vendor320 references	active-user-facing
docs/TROUBLESHOOTING.md	119	- `1.2.4`: semantically good vendor320 package line, but still bad for dynamic640	active-user-facing
docs/TROUBLESHOOTING.md	120	- `2.0.1`: fast vendor320 benchmark path, but not the trusted visual choice	active-user-facing
docs/TROUBLESHOOTING.md	121	- `2.0.2+beta1`: same bad vendor320 output family as `2.0.1`	active-user-facing
docs/TROUBLESHOOTING.md	122	- stable `2.0.2`: Day 2 testing aborted before a usable vendor320 semantic	active-user-facing
docs/TROUBLESHOOTING.md	125	- A later EP/runtime pass found one public `rt201` visual workaround:	active-user-facing
docs/TROUBLESHOOTING.md	126	- `SPACEMIT_EP_DISABLE_FLOAT16_EPILOGUE=1`	active-user-facing
docs/TROUBLESHOOTING.md	127	- `SPACEMIT_EP_DISABLE_OP_NAME_FILTER=/model.23/Slice;/model.23/Slice_1;/model.23/Add_1;/model.23/Add_2;/model.23/Sub;/model.23/Sub_1`	active-user-facing
docs/TROUBLESHOOTING.md	128	- the visual helper scripts auto-apply that workaround when you explicitly force `BANANA_DEMO_RUNTIME_TAG=rt201`	active-user-facing
docs/TROUBLESHOOTING.md	129	- the helper now refuses to auto-apply it to an unvalidated 320 model bundle; it is guarded by the official vendor320 model SHA256	active-user-facing
docs/TROUBLESHOOTING.md	133	BANANA_DEMO_RUNTIME_TAG=rt201 BANANA_DEMO_VENDOR320_RT201_VISUAL_FIX=0 ./scripts/run_image_demo.sh /path/to/image.jpg models/vendor/yolo11/yolov11n_320x320.q.onnx 320 0.25	active-user-facing
docs/TROUBLESHOOTING.md	136	- this workaround is much slower than `rt123`, so `rt123` remains the default visual runtime	active-user-facing
docs/TROUBLESHOOTING.md	137	- If a run shows `alloc failed(...)`, do not use it as evidence for vendor320 correctness.	active-user-facing
docs/TROUBLESHOOTING.md	139	- `rt201` bad for vendor320	active-user-facing
docs/TROUBLESHOOTING.md	140	- `rt202b1` bad for vendor320	active-user-facing
docs/TROUBLESHOOTING.md	143	- graph optimization levels `0`, `1`, `2`, and `99` were tested on `rt201`, tarball `rt202b1`, and package `pkg202fix`	active-user-facing
docs/TROUBLESHOOTING.md	144	- none of those combinations restored a semantically good vendor320 result	active-user-facing
docs/TROUBLESHOOTING.md	145	- the public float `yolov11n_320x320.onnx` bundle failed EP reshape/compile on modern 2.0.x instead of becoming a valid fallback	active-user-facing
docs/TROUBLESHOOTING.md	147	- `rt201` optimized models from `o0/o1/o2/o99` all stayed semantically good when replayed on stable `rt123` CPU	active-user-facing
docs/TROUBLESHOOTING.md	148	- so the public 2.0.x host graph rewrite is not the vendor320 corruption point	active-user-facing
docs/TROUBLESHOOTING.md	149	- the remaining corruption is in EP execution, specifically the `/model.23` tail on public `rt201`	active-user-facing
docs/TROUBLESHOOTING.md	150	- `rt202b1` still remained bad even with the same public workaround that repaired `rt201`	active-user-facing
docs/TROUBLESHOOTING.md	161	BANANA_DEMO_RUNTIME_TAG=rt201 ./scripts/bench_forward_only.sh models/vendor/yolo11/yolov11n_320x320.q.onnx 320	active-user-facing
docs/TROUBLESHOOTING.md	167	BANANA_DEMO_RUNTIME_TAG=rt123 ./scripts/run_image_demo.sh /path/to/photo.jpg models/vendor/yolo11/yolov11n_320x320.q.onnx 320 0.25	active-user-facing
docs/TROUBLESHOOTING.md	175	./scripts/vendor320_runtime_matrix.sh	active-user-facing
docs/TROUBLESHOOTING.md	179	- `rt123`	active-user-facing
docs/TROUBLESHOOTING.md	180	- `rt201 raw`	active-user-facing
docs/TROUBLESHOOTING.md	181	- `rt201 fixed`	active-user-facing
docs/TROUBLESHOOTING.md	251	- `rt123` + `320 keep_io` -> heap corruption	active-user-facing
docs/TROUBLESHOOTING.md	252	- `rt123` + `640 keep_io` -> heap corruption	active-user-facing
docs/TROUBLESHOOTING.md	253	- `rt201` + `320 keep_io` -> reshape/runtime failure	active-user-facing
docs/TROUBLESHOOTING.md	254	- `rt202b1` + `320 keep_io` -> compile/reshape failure	active-user-facing
docs/TROUBLESHOOTING.md	255	- `rt201` + `640 keep_io` -> works	active-user-facing
docs/TROUBLESHOOTING.md	256	- `rt202b1` + `640 keep_io` -> works	active-user-facing
docs/RESULTS.md	14	rt204 path, but kept the existing keep-IO FP16 artifact as the best local YOLO26	active-user-facing
docs/RESULTS.md	19	| YOLO26 FP32 e2e 640 | rt204 | `perf_test forward` | 562.934799 | 1.776405 | baseline |	active-user-facing
docs/RESULTS.md	20	| YOLO26 FP32 e2e 640 | rt204 | `app forward-only` | 573.281930 | 1.744342 | baseline |	active-user-facing
docs/RESULTS.md	21	| YOLO26 FP32 e2e 640 | rt204 | `app full image benchmark` | 523.119274 | 1.911610 | baseline |	active-user-facing
docs/RESULTS.md	22	| YOLO26 FP16 keep-IO 640 | rt204 | `perf_test forward` | 379.777774 | 2.633119 | best local FP16 path |	active-user-facing
docs/RESULTS.md	23	| YOLO26 FP16 keep-IO 640 | rt204 | `app forward-only` | 383.229967 | 2.609399 | best local FP16 path |	active-user-facing
docs/RESULTS.md	24	| YOLO26 FP16 keep-IO 640 | rt204 | `app full image benchmark` | 398.091562 | 2.511985 | best local FP16 path |	active-user-facing
docs/RESULTS.md	25	| YOLO26 FP16 full-I/O 640 | rt204 | `perf_test forward` | 380.472087 | 2.628314 | accepted, not faster |	active-user-facing
docs/RESULTS.md	26	| YOLO26 FP16 full-I/O 640 | rt204 | `app forward-only` | 388.609808 | 2.573275 | accepted, not faster |	active-user-facing
docs/RESULTS.md	27	| YOLO26 FP16 full-I/O 640 | rt204 | `app full image benchmark` | 399.345008 | 2.504100 | accepted, not faster |	active-user-facing
docs/RESULTS.md	28	| YOLO26 XSlim FP16 | rt204 | load/app smoke | N/A | N/A | rejected: `/model.23/Concat_6` mixed dtypes |	active-user-facing
docs/RESULTS.md	52	CPU-good YOLO26 manual Q/DQ INT8 candidates better than `rt204`.	active-user-facing
docs/RESULTS.md	56	| `rt123` | Minimal/full rows run, but full outputs do not match same-runtime CPU hash and no full-row subgraph dump was produced. | Same non-parity. | Not accepted. |	active-user-facing
docs/RESULTS.md	57	| `rt201` | Fails Q/DQ Conv with `output_type not implemented for clip minmax`. | `QuantizeLinear;DequantizeLinear;Conv` filter runs, but disables key INT8 ops and misses CPU hash parity. | Not accepted. |	active-user-facing
docs/RESULTS.md	58	| `rt202b1` | Fails Q/DQ Conv with `clip minmax`. | Filter rows are diagnostic fallback only and miss CPU hash parity. | Not accepted. |	active-user-facing
docs/RESULTS.md	59	| `rt202` | Fails with `tcm buffer alloc failed for core id 0`. | Still fails in this gate. | Not accepted. |	active-user-facing
docs/RESULTS.md	60	| `rt204` | Control runtime reproduces `clip minmax`. | Same diagnostic fallback-only behavior as previous gates. | Not accepted. |	active-user-facing
docs/RESULTS.md	79	This pass froze the current YOLO26 FP32 rt204 baseline and added a YOLO26 FP16	active-user-facing
docs/RESULTS.md	81	blocked pending rt204/vendor and XSlim/upstream fixes.	active-user-facing
docs/RESULTS.md	85	| YOLO26 FP32 e2e 640 | rt204 | `perf_test forward` | 572.153613 | 1.74774 | frozen R&D FP32 baseline |	active-user-facing
docs/RESULTS.md	86	| YOLO26 FP32 e2e 640 | rt204 | `app forward-only` | 578.041776 | 1.729979 | frozen R&D FP32 baseline |	active-user-facing
docs/RESULTS.md	87	| YOLO26 FP32 e2e 640 | rt204 | `app full image benchmark` | 522.079210 | 1.915418 | frozen R&D FP32 baseline |	active-user-facing
docs/RESULTS.md	88	| YOLO26 FP16 body/head keep-IO 640 | rt204 | `perf_test forward` | 398.610405 | 2.50864 | accepted R&D FP16 baseline |	active-user-facing
docs/RESULTS.md	89	| YOLO26 FP16 body/head keep-IO 640 | rt204 | `app forward-only` | 383.332266 | 2.608703 | accepted R&D FP16 baseline |	active-user-facing
docs/RESULTS.md	90	| YOLO26 FP16 body/head keep-IO 640 | rt204 | `app full image benchmark` | 399.035502 | 2.506043 | accepted R&D FP16 baseline |	active-user-facing
docs/RESULTS.md	91	| YOLO26 FP32 XSlim simplify-only | rt204 | `app forward-only` | 582.029471 | 1.718126 | no app-level improvement |	active-user-facing
docs/RESULTS.md	92	| YOLO26 XSlim FP16 | rt204 | load/app smoke | N/A | N/A | rejected: `/model.23/Concat_6` mixed dtypes |	active-user-facing
docs/RESULTS.md	98	R&D-only YOLO11 rt204 retrospective:	active-user-facing
docs/RESULTS.md	102	| YOLO11 dynamic640 INT8 copy | rt204 | `app forward-only` | 201.454112 | 4.963910 | pass but slower than frozen rt201 production |	active-user-facing
docs/RESULTS.md	103	| YOLO11 FP32 vanilla copy | rt204 | `app forward-only` | 539.131433 | 1.854835 | pass, diagnostic only |	active-user-facing
docs/RESULTS.md	104	| YOLO11 FP32 XSlim copy | rt204 | app forward | N/A | N/A | fails/hangs after `YoloDecode` dispatch error |	active-user-facing
docs/RESULTS.md	105	| YOLO11 FP16 keep-IO copy | rt204 | `app forward-only` | 341.651391 | 2.926960 | pass, R&D signal only |	active-user-facing
docs/RESULTS.md	106	| YOLO11 FP16 XSlim copy | rt204 | app forward/full | N/A | N/A | fails/timeouts after `YoloDecode` dispatch error |	active-user-facing
docs/RESULTS.md	113	- `docs/YOLO26_VS_YOLO11_BASELINE.md`	active-user-facing
docs/RESULTS.md	126	| Candidate | Contract | XSlim result | CPU oracle | rt204 diagnostic | Decision |	active-user-facing
docs/RESULTS.md	141	## XSlim INT8 rt204 gate, 2026-06-30	active-user-facing
docs/RESULTS.md	150	INT8 on rt204.	active-user-facing
docs/RESULTS.md	152	| Candidate | Contract | CPU oracle | rt204 EP | Decision |	active-user-facing
docs/RESULTS.md	159	XSlim dynamic quantization did not reproduce the rt204 Q/DQ Conv	active-user-facing
docs/RESULTS.md	189	YOLO26 FP32 end-to-end 640 is now the working R&D baseline on rt204. PyTorch,	active-user-facing
docs/RESULTS.md	190	ONNX Runtime CPU, and rt204 SpaceMIT EP agree semantically on the public	active-user-facing
docs/RESULTS.md	197	| `perf_test forward` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 568.943339 | 1.75761 | pass |	active-user-facing
docs/RESULTS.md	198	| `app forward-only` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 564.531070 | 1.771382 | pass |	active-user-facing
docs/RESULTS.md	199	| `app full image benchmark` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 521.868004 | 1.916193 | pass on Ultralytics bus |	active-user-facing
docs/RESULTS.md	200	| `app full image single` | rt204 SpaceMIT EP | YOLO26n FP32 e2e 640 | 696-715 | 1.40-1.44 | pass on bus, COCO-like, and private canonical images |	active-user-facing
docs/RESULTS.md	202	YOLO26 INT8 ONNX board acceleration is closed as blocked for the current rt204	active-user-facing
